表,指标栏,零点,形态,可建阶梯,说明,族
VB_00_validbet_contract.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00_validbet_contract.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00_validbet_contract.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00_validbet_contract.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00_validbet_contract.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00_validbet_contract.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
VB_00_validbet_contract.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_00b_zero_five_rates.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
VB_00b_zero_five_rates.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_00b_zero_five_rates.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_00b_zero_five_rates.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_00b_zero_five_rates.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_00b_zero_five_rates.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00b_zero_five_rates.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00b_zero_five_rates.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00b_zero_five_rates.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00b_zero_five_rates.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00b_zero_five_rates.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_00b_zero_five_rates.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
VB_00b_zero_five_rates.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_41_identity_global.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
VB_41_identity_global.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41_identity_global.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41_identity_global.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41_identity_global.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41_identity_global.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41_identity_global.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41_identity_global.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41_identity_global.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41_identity_global.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41_identity_global.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41_identity_global.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
VB_41_identity_global.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_41b_identity_strata.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
VB_41b_identity_strata.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41b_identity_strata.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41b_identity_strata.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41b_identity_strata.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
VB_41b_identity_strata.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_41b_identity_strata_v18b.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
VB_41b_identity_strata_v18b.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41b_identity_strata_v18b.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41b_identity_strata_v18b.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41b_identity_strata_v18b.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41b_identity_strata_v18b.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata_v18b.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata_v18b.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata_v18b.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata_v18b.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata_v18b.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41b_identity_strata_v18b.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
VB_41b_identity_strata_v18b.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_41c1_964_detail.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
VB_41c1_964_detail.csv,net_margin_bet23_formal_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_bet23_formal_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_lv1_bet23_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_lv1_bet23_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_chain_additive_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_chain_nested_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_chain_additive_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,net_margin_chain_nested_rate_canonical,0,原生（逐行）,✓,净利：0 即打平,NetMargin
VB_41c1_964_detail.csv,profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41c1_964_detail.csv,ngr,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41c1_964_detail.csv,p50_profit,0,原生（逐行）,✓,盈亏：0 即打平（平台视角）,盈亏
VB_41c1_964_detail.csv,residual_chain_additive,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41c1_964_detail.csv,residual_chain_nested,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41c1_964_detail.csv,residual_b,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41c1_964_detail.csv,residual_a,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41c1_964_detail.csv,residual_b_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41c1_964_detail.csv,residual_a_rate,0,原生（逐行）,✓,残差：0 即恒等式成立,残差
VB_41c1_964_detail.csv,hold_rate,0,原生（逐行）,✓,hold 率：0 即无抽水；⛔ 经济参照点本应为理论庄家优势，然 house_edge 全 NULL（F-22~25 阻断），暂以 0 代之并标明,hold
VB_41c1_964_detail.csv,economic_value,,原生（逐行）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_41c2_concentration.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
VB_41c2_concentration.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41c2_concentration.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41c2_concentration.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41c2_concentration.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
VB_41c2_concentration.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
VB_41c2_concentration_v2.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
VB_41c2_concentration_v2.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
VB_41c2_concentration_v2.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41c2_concentration_v2.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41c2_concentration_v2.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
VB_41c2_concentration_v2.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration_v2.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration_v2.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration_v2.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration_v2.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration_v2.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
VB_41c2_concentration_v2.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
VB_41c2_concentration_v2.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
X_combo.csv,roi,0,原生（逐行）,✓,ROI：0 即不赚不赔,ROI
X_combo.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
X_combo.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
X_combo.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
X_combo.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
X_combo.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
X_combo.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
X_combo.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
X_combo.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
X_combo.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
X_combo.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
X_combo.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
X_combo.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z01_table_inventory.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z01_table_inventory.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z01_table_inventory.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z01_table_inventory.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z01_table_inventory.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z01_table_inventory.csv,residual_chain_additive,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z01_table_inventory.csv,residual_chain_nested,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z01_table_inventory.csv,residual_b,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z01_table_inventory.csv,residual_a,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z01_table_inventory.csv,residual_b_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z01_table_inventory.csv,residual_a_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,残差
Z01_table_inventory.csv,hold_rate,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,hold
Z01_table_inventory.csv,economic_value,,★ 广播（平台常数）,✗,"⛔ 拒算：系 PERCENT_RANK 之秩，值域 [0,1] 恒非负；零点切分无意义（承永久禁令 13）",EconValue(拒算)
Z02_excluded_tables.csv,roi,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,ROI
Z02_excluded_tables.csv,net_margin_bet23_formal_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_bet23_formal_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_lv1_bet23_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_lv1_bet23_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_chain_additive_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_chain_nested_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_chain_additive_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,net_margin_chain_nested_rate_canonical,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,NetMargin
Z02_excluded_tables.csv,profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z02_excluded_tables.csv,ngr,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
Z02_excluded_tables.csv,p50_profit,0,★ 广播（平台常数）,✗,⛔ 广播栏：阶梯每级同值，建之即作秀,盈亏
