resultwalletid,betwalletid,出现次数
-1,"2704620477,",1
-1,"2704620936,",1
-1,"2704621076,2704621099,",1
2704621243,"2704621126,",1
-1,"2704621248,",1
2704621655,"2704621466,",1
-1,"2704621761,",1
2704622153,"2704621869,",1
-1,"2704622184,",1
2704606014,"2704605667,2704605685,",1
2704606506,"2704606233,",1
2704606982,"2704606642,2704606667,",1
2704607934,"2704607665,2704607708,",1
2704608671,"2704608389,2704608420,",1
-1,"2704609398,",1
2704610351,"2704610091,2704610187,2704610190,",1
-1,"2704610262,2704610282,",1
2704610605,"2704610310,",1
2704610958,"2704610812,",1
2704611530,"2704611152,2704611220,",1
2704611626,"2704611520,",1
-1,"2704611751,",1
-1,"2704612280,",1
2704613458,"2704612958,",1
-1,"2704613472,2704613489,",1
2704614069,"2704613906,",1
-1,"2704614116,",1
-1,"2704614357,",1
2704614531,"2704614365,",1
-1,"2704614696,",1
-1,"2704614867,",1
-1,"2704615036,",1
-1,"2704615094,",1
-1,"2704615258,",1
-1,"2704615466,",1
-1,"2704589945,",1
-1,"2704615922,",1
-1,"2704617321,",1
2704617777,"2704617436,2704617443,2704617483,",1
2704618741,"2704618519,2704618594,",1
-1,"2704618764,",1
2704619781,"2704619597,",1
-1,"2704619763,",1
-1,"2704619963,",1
2704620756,"2704620549,",1
-1,"2704621246,",1
-1,"2704621526,",1
-1,"2704622588,",1
-1,"2704622694,",1
-1,"2704623211,",1
-1,"2704623720,",1
-1,"2704624411,",1
-1,"2704624488,",1
2704625999,"2704625448,",1
-1,"2704625807,",1
-1,"2704625910,2704625929,",1
2704626187,"2704625933,",1
2704626289,"2704626108,",1
-1,"2704626719,",1
-1,"2704626937,",1
-1,"2704627075,",1
-1,"2704627161,",1
-1,"2704628171,",1
-1,"2704629088,",1
-1,"2704629145,",1
-1,"2704629976,",1
-1,"2704630645,",1
-1,"2704630704,",1
-1,"2704631353,",1
2704632144,"2704631911,",1
-1,"2704632437,",1
-1,"2704632546,",1
2704633491,"2704633268,",1
-1,"2704633643,",1
-1,"2704633889,",1
-1,"2704635460,",1
2704636321,"2704635971,",1
-1,"2704636013,",1
2704636454,"2704636246,",1
2704636823,"2704636619,",1
-1,"2704637383,",1
2704637826,"2704637466,",1
-1,"2704637553,",1
2704637981,"2704637578,2704637615,2704637714,",1
2704638376,"2704638006,",1
2704638572,"2704638397,",1
2704638775,"2704638445,",1
2704639023,"2704638679,",1
-1,"2704639701,2704639816,",1
2704640079,"2704639824,2704639831,2704639835,2704639839,",1
-1,"2704657316,2704657334,",1
-1,"2704657344,",1
2704657822,"2704657544,",1
2704658051,"2704657675,2704657751,",1
-1,"2704657819,",1
2704658495,"2704658133,2704658204,2704658238,",1
-1,"2704658372,",1
-1,"2704659555,",1
2704661200,"2704661115,",1
-1,"2704661806,",1
2704662110,"2704661931,2704661938,",1
2704663377,"2704662980,2704663018,",1
2704663858,"2704663414,",1
2704663722,"2704663585,",1
-1,"2704664396,",1
2704664892,"2704664519,2704664548,2704664693,",1
-1,"2704665456,",1
-1,"2704666756,",1
2704667155,"2704666891,2704666905,",1
2704667686,"2704667601,2704667617,",1
-1,"2704667702,",1
2704667902,"2704667828,",1
-1,"2704668216,",1
-1,"2704668259,",1
2704668975,"2704668778,",1
2704668978,"2704668807,",1
-1,"2704669052,",1
-1,"2704669291,2704669324,",1
2704670150,"2704669862,",1
-1,"2704670837,",1
2704671369,"2704671129,",1
-1,"2704671298,",1
2704671797,"2704671579,",1
2704672736,"2704672386,",1
-1,"2704672813,",1
-1,"2704672994,2704673031,2704673134,",1
2704673898,"2704673588,2704673603,",1
2704658548,"2704658227,2704658269,2704658294,2704658308,",1
-1,"2704658827,",1
2704659364,"2704659061,",1
2704659429,"2704659227,",1
-1,"2704659402,",1
-1,"2704659638,",1
-1,"2704660324,",1
-1,"2704660549,2704660572,",1
-1,"2704661861,",1
2704663382,"2704663183,",1
-1,"2704663320,",1
-1,"2704665330,",1
2704666056,"2704665930,",1
2704666457,"2704666294,",1
2704666821,"2704666580,",1
2704667593,"2704667449,",1
2704667780,"2704667546,",1
-1,"2704668689,",1
2704669202,"2704668995,",1
2704669438,"2704669061,",1
-1,"2704669167,",1
-1,"2704669223,2704669253,",1
-1,"2704669647,",1
-1,"2704669737,",1
2704669969,"2704669819,",1
-1,"2704670219,",1
-1,"2704670787,2704670858,",1
2704672456,"2704672061,",1
-1,"2704672343,",1
-1,"2704673237,",1
-1,"2704673294,",1
2704673647,"2704673371,",1
2704673940,"2704673683,",1
-1,"2704673698,",1
-1,"2704673739,",1
-1,"2704674271,",1
2704674754,"2704674643,",1
2704675077,"2704674712,",1
2704675427,"2704675153,",1
2704675989,"2704675559,",1
2704676090,"2704675608,",1
-1,"2704589826,",1
-1,"2704676356,",1
-1,"2704676706,",1
-1,"2704677339,",1
-1,"2704677947,2704677975,",1
2704678253,"2704678137,",1
2704678634,"2704678330,",1
-1,"2704678584,",1
-1,"2704679072,",1
2704589232,"2704589084,",1
-1,"2704679905,",1
2704680885,"2704680648,",1
-1,"2704681758,",1
2704682280,"2704681933,",1
-1,"2704588778,",1
2704683531,"2704683090,",1
-1,"2704683243,",1
-1,"2704684225,",1
-1,"2704684434,",1
-1,"2704685181,",1
-1,"2704685561,2704685636,",1
-1,"2704685752,",1
2704686574,"2704686234,",1
-1,"2704686371,",1
2704687427,"2704687132,",1
2704688470,"2704688203,",1
-1,"2704688817,",1
-1,"2704689019,",1
-1,"2704689082,",1
-1,"2704689402,",1
2704689928,"2704689737,",1
-1,"2704690162,",1
2704691213,"2704690791,",1
2704691987,"2704691668,2704691729,",1
2704691922,"2704691747,",1
-1,"2704692066,2704692100,2704692133,2704692149,2704692171,",1
-1,"2704692169,",1
-1,"2704692373,",1
-1,"2704692539,",1
2704693248,"2704692577,2704692581,",1
2704693138,"2704692739,",1
2704693258,"2704693027,",1
2704693965,"2704693333,2704693499,",1
-1,"2704693497,2704693513,",1
-1,"2704694121,2704694222,",1
-1,"2704694627,",1
2704695424,"2704695251,",1
-1,"2704695899,2704695901,",1
-1,"2704696021,",1
-1,"2704696402,",1
2704697446,"2704697352,",1
-1,"2704698096,",1
2704699122,"2704698811,",1
2704699115,"2704698955,",1
2704699177,"2704698965,",1
-1,"2704699048,",1
2704699228,"2704699125,",1
-1,"2704699165,",1
2704700485,"2704700235,",1
-1,"2704700876,",1
2704701763,"2704701524,",1
2704702921,"2704702774,",1
-1,"2704702800,",1
-1,"2704703219,",1
-1,"2704703489,",1
2704703679,"2704703530,",1
-1,"2704703652,",1
2704705038,"2704704694,",1
-1,"2704705040,",1
-1,"2704705205,",1
2704705629,"2704705346,",1
-1,"2704705585,2704705692,",1
-1,"2704706074,",1
-1,"2704706075,",1
2704706553,"2704706223,",1
-1,"2704706701,",1
2704707596,"2704707402,",1
2704708884,"2704707978,",1
2704708746,"2704708650,",1
-1,"2704708688,",1
2704709023,"2704708726,",1
2704709017,"2704708756,",1
-1,"2704708833,",1
2704708963,"2704708845,2704708860,",1
-1,"2704709441,",1
2704709681,"2704709522,2704709545,",1
-1,"2704709941,2704709984,",1
2704710688,"2704710431,",1
2704728500,"2704728184,",1
-1,"2704728958,2704728995,2704729027,",1
2704729545,"2704729447,",1
2704729864,"2704729553,",1
-1,"2704729718,",1
2704730046,"2704729804,2704729841,",1
-1,"2704729907,",1
2704730588,"2704730178,",1
2704730824,"2704730461,",1
-1,"2704732577,",1
2704733184,"2704732909,",1
2704733772,"2704733625,2704733657,",1
2704734055,"2704733928,",1
-1,"2704734135,2704734179,",1
2704734316,"2704734155,",1
2704734845,"2704734741,",1
-1,"2704735090,",1
-1,"2704735114,",1
-1,"2704735361,",1
-1,"2704735885,",1
2704737080,"2704736742,",1
-1,"2704736785,",1
-1,"2704736884,",1
2704737456,"2704737132,",1
-1,"2704738466,",1
2704739455,"2704739275,",1
-1,"2704739317,",1
-1,"2704739318,",1
-1,"2704739630,",1
2704740245,"2704740085,",1
2704740561,"2704740394,2704740418,",1
2704741188,"2704740639,",1
2704741459,"2704741135,",1
-1,"2704741252,",1
-1,"2704741598,",1
2704742062,"2704741651,",1
2704742281,"2704741840,2704741858,",1
-1,"2704742249,",1
2704742589,"2704742260,",1
2704742825,"2704742614,",1
-1,"2704742682,",1
-1,"2704742868,",1
-1,"2704743184,",1
2704744077,"2704743794,",1
-1,"2704743803,",1
-1,"2704744168,",1
-1,"2704744195,",1
-1,"2704744576,",1
2704745493,"2704745248,",1
-1,"2704745262,2704745344,",1
-1,"2704745277,2704745340,",1
2704746174,"2704745396,",1
2704767187,"2704766883,",1
-1,"2704767569,",1
-1,"2704768251,2704768294,",1
2704768626,"2704768427,",1
2704769070,"2704768813,",1
2704769054,"2704768820,",1
2704769188,"2704768992,",1
2704769861,"2704769551,",1
2704770340,"2704769879,2704769916,",1
2704771456,"2704771040,",1
2704771818,"2704771422,",1
-1,"2704771753,",1
2704772269,"2704772019,",1
2704773053,"2704772503,",1
-1,"2704772526,",1
2704772918,"2704772594,",1
2704774326,"2704773978,",1
-1,"2704773992,",1
2704774637,"2704774497,",1
2704774929,"2704774592,",1
-1,"2704775486,",1
2704776343,"2704776044,",1
-1,"2704776217,",1
-1,"2704777755,",1
2704778130,"2704777846,",1
2704778850,"2704778361,",1
2704778751,"2704778411,",1
-1,"2704779118,",1
2704779750,"2704779586,",1
2704780086,"2704779809,",1
-1,"2704781309,2704781424,",1
2704781687,"2704781389,",1
2704783959,"2704783642,",1
2704784080,"2704783753,",1
-1,"2704784281,",1
2704786310,"2704786106,",1
-1,"2704786722,",1
2704787353,"2704787041,",1
2704787445,"2704787133,",1
2704787909,"2704787563,",1
-1,"2704787628,2704787685,",1
-1,"2704787630,",1
2704788033,"2704787735,",1
2704788129,"2704787902,",1
2704788516,"2704788341,",1
2704789082,"2704788759,",1
-1,"2704789041,",1
-1,"2704789067,",1
-1,"2704790620,",1
-1,"2704790812,2704790824,2704790878,2704790947,",1
-1,"2704790829,",1
-1,"2704790830,",1
-1,"2704791682,2704791703,",1
-1,"2704792109,2704792117,2704792122,2704792128,",1
2704792717,"2704792435,2704792464,",1
-1,"2704792708,",1
2704793586,"2704793345,",1
-1,"2704793613,",1
-1,"2704793872,",1
2704794532,"2704794210,2704794344,",1
2704794883,"2704794768,",1
2704795119,"2704794791,",1
2704795237,"2704794951,",1
2704795580,"2704795193,",1
-1,"2704796257,",1
2704796720,"2704796439,",1
-1,"2704796602,",1
-1,"2704798159,",1
2704799060,"2704798788,",1
2704800110,"2704799857,",1
-1,"2704800469,",1
-1,"2704801752,",1
2704802816,"2704802443,2704802457,2704802470,2704802477,2704802486,2704802499,",1
-1,"2704802562,2704802582,2704802625,",1
-1,"2704802616,",1
2704802990,"2704802703,",1
2704802892,"2704802723,2704802734,",1
2704803881,"2704803657,",1
2704804262,"2704803934,",1
-1,"2704804825,",1
-1,"2704588672,",1
2704767184,"2704766653,2704766664,2704766668,2704766673,2704766693,2704766722,",1
2704766980,"2704766750,",1
-1,"2704767341,",1
-1,"2704767840,",1
-1,"2704768283,",1
2704769980,"2704769356,",1
2704769614,"2704769416,",1
2704769846,"2704769595,",1
2704770342,"2704769905,",1
-1,"2704773466,2704773557,",1
-1,"2704773487,",1
-1,"2704773903,",1
2704588819,"2704588566,",1
2704775538,"2704775208,",1
2704776477,"2704776137,",1
-1,"2704777016,2704777055,",1
-1,"2704777367,",1
2704777642,"2704777382,",1
2704777639,"2704777431,",1
-1,"2704777799,",1
-1,"2704778174,",1
-1,"2704778317,",1
-1,"2704778373,",1
-1,"2704778471,",1
2704779635,"2704779163,",1
-1,"2704779362,2704779397,",1
2704779818,"2704779603,",1
-1,"2704779691,",1
2704780728,"2704780370,",1
2704780922,"2704780820,",1
2704781159,"2704780951,",1
2704782746,"2704782343,",1
-1,"2704782451,",1
-1,"2704783454,",1
2704783802,"2704783552,",1
2704784836,"2704784560,",1
2704784967,"2704784761,",1
-1,"2704785095,",1
2704785883,"2704785629,",1
-1,"2704785650,",1
2704785984,"2704785677,",1
2704787119,"2704786949,",1
2704789589,"2704788837,",1
2704789571,"2704789343,",1
2704790541,"2704790240,",1
2704791437,"2704791197,",1
-1,"2704791854,2704791867,",1
2704792877,"2704792690,2704792769,",1
2704792949,"2704792800,",1
2704794120,"2704794046,",1
-1,"2704794123,",1
-1,"2704794320,2704794380,",1
-1,"2704794429,",1
-1,"2704794788,",1
2704588387,"2704588122,",1
2704795879,"2704795625,",1
-1,"2704796648,",1
2704797172,"2704796946,",1
-1,"2704797025,",1
-1,"2704797989,",1
-1,"2704798422,",1
-1,"2704798680,",1
2704799677,"2704799421,2704799424,2704799437,",1
2704799934,"2704799756,",1
-1,"2704800236,",1
2704800507,"2704800274,",1
2704801006,"2704800767,",1
-1,"2704800859,2704800867,",1
-1,"2704800947,",1
-1,"2704801200,",1
-1,"2704801671,",1
2704801954,"2704801759,",1
-1,"2704801991,",1
2704802757,"2704802408,",1
2704803143,"2704802874,2704802981,",1
2704803520,"2704803134,",1
-1,"2704803189,",1
2704803812,"2704803474,",1
-1,"2704803927,",1
2704804606,"2704804237,",1
2704804801,"2704804662,",1
2704805199,"2704804978,",1
-1,"2704841495,",1
2704842423,"2704842199,",1
-1,"2704842481,2704842507,",1
2704843246,"2704843134,",1
-1,"2704843159,",1
-1,"2704843623,",1
2704844215,"2704843960,",1
2704844419,"2704844170,",1
-1,"2704844693,",1
2704845355,"2704845124,2704845143,2704845275,",1
2704845770,"2704845574,",1
2704846390,"2704846090,",1
2704846673,"2704846405,2704846431,2704846471,",1
-1,"2704587013,2704587029,2704587052,",1
2704847243,"2704847109,",1
2704847545,"2704847402,",1
2704848040,"2704847898,",1
2704848223,"2704847930,2704847956,",1
-1,"2704849258,",1
-1,"2704849295,",1
2704851088,"2704850934,2704850943,",1
2704851543,"2704851116,",1
2704852709,"2704852400,",1
2704854449,"2704853554,",1
-1,"2704854273,",1
-1,"2704854807,",1
-1,"2704855096,",1
2704855807,"2704855492,",1
2704855774,"2704855515,",1
2704856233,"2704855883,",1
2704856499,"2704856317,",1
-1,"2704856416,",1
-1,"2704857193,",1
2704858170,"2704857978,",1
-1,"2704858314,",1
2704858702,"2704858477,",1
-1,"2704805488,",1
2704806434,"2704806296,",1
-1,"2704806352,",1
-1,"2704586884,",1
-1,"2704806798,2704806828,",1
-1,"2704807760,",1
-1,"2704807955,2704807982,2704808024,2704808037,",1
2704809371,"2704809156,",1
2704810034,"2704809814,2704809851,",1
2704811465,"2704811181,",1
2704812457,"2704812283,",1
2704812947,"2704812646,",1
-1,"2704813017,",1
2704813403,"2704813242,2704813259,",1
2704814035,"2704813745,",1
2704813983,"2704813935,",1
2704814974,"2704814863,",1
2704815789,"2704815407,",1
-1,"2704815839,2704815848,2704815864,",1
2704816529,"2704816353,",1
2704817037,"2704816497,",1
-1,"2704816616,",1
-1,"2704817088,",1
-1,"2704817255,",1
-1,"2704817288,",1
2704818207,"2704817452,",1
-1,"2704817914,",1
2704818456,"2704818245,",1
2704818648,"2704818463,",1
-1,"2704819345,",1
-1,"2704819423,",1
2704819774,"2704819455,",1
2704820271,"2704819932,",1
-1,"2704820095,2704820122,",1
-1,"2704821166,",1
2704821300,"2704821182,",1
-1,"2704821252,",1
2704821795,"2704821550,",1
-1,"2704821566,",1
2704822085,"2704821579,",1
2704822201,"2704821942,",1
-1,"2704823002,",1
2704841698,"2704841202,2704841292,",1
-1,"2704841238,",1
-1,"2704841344,",1
-1,"2704841807,",1
2704843149,"2704842959,2704842979,2704843000,",1
-1,"2704843157,",1
2704843508,"2704843218,2704843337,",1
-1,"2704843399,",1
2704844251,"2704843978,",1
2704844649,"2704844378,",1
2704845147,"2704844815,",1
2704845098,"2704844922,",1
-1,"2704845290,",1
-1,"2704845865,",1
-1,"2704846002,",1
-1,"2704846291,",1
2704847546,"2704847430,",1
-1,"2704847745,",1
-1,"2704847997,",1
-1,"2704848409,",1
2704850320,"2704850196,",1
-1,"2704851739,",1
2704851883,"2704851779,",1
2704852005,"2704851804,",1
2704853106,"2704852992,",1
2704853170,"2704853061,",1
2704853730,"2704853583,",1
-1,"2704853841,",1
2704854501,"2704854275,",1
2704854550,"2704854321,",1
2704854815,"2704854481,",1
-1,"2704854635,",1
-1,"2704857025,",1
2704858263,"2704858155,",1
2704858708,"2704858513,",1
-1,"2704858570,",1
-1,"2704893559,",1
2704894327,"2704893961,",1
-1,"2704895075,",1
-1,"2704895229,2704895235,",1
2704896010,"2704895254,",1
2704895506,"2704895306,",1
2704586782,"2704586660,",1
-1,"2704896578,2704896622,",1
2704896903,"2704896645,",1
2704897436,"2704897078,",1
2704898272,"2704897639,",1
-1,"2704898252,2704898305,2704898344,",1
2704898945,"2704898563,2704898603,",1
2704900011,"2704899876,",1
2704900488,"2704900220,",1
-1,"2704900226,2704900233,",1
2704900882,"2704900585,",1
-1,"2704900784,2704900933,",1
-1,"2704901144,",1
-1,"2704586454,",1
2704902168,"2704901848,",1
2704902130,"2704901887,",1
2704902272,"2704902108,",1
2704903029,"2704902769,",1
2704904624,"2704904321,",1
2704905035,"2704904890,",1
2704906180,"2704905994,2704906054,",1
2704906655,"2704906336,2704906466,",1
-1,"2704906875,2704906901,2704906920,",1
-1,"2704906900,2704906952,2704906976,",1
2704907772,"2704907177,",1
2704908192,"2704907754,",1
-1,"2704908008,",1
2704908587,"2704908365,",1
-1,"2704909729,",1
-1,"2704910230,",1
-1,"2704911336,",1
-1,"2704912063,",1
-1,"2704912320,2704912336,",1
-1,"2704912781,",1
-1,"2704913165,",1
-1,"2704913378,",1
2704914111,"2704913793,",1
-1,"2704914376,",1
2704914971,"2704914436,",1
2704915082,"2704914812,2704914839,2704914878,",1
2704915593,"2704915429,",1
-1,"2704916966,2704917003,2704917056,",1
2704917387,"2704917024,",1
2704917899,"2704917528,",1
2704918378,"2704917959,",1
-1,"2704918241,",1
2704919900,"2704919486,",1
-1,"2704919592,",1
-1,"2704921229,",1
-1,"2704921488,",1
-1,"2704921531,",1
-1,"2704921721,",1
-1,"2704921746,",1
-1,"2704922114,",1
-1,"2704922511,2704922626,",1
2704923202,"2704922845,",1
2704923344,"2704923205,",1
-1,"2704923547,",1
-1,"2704923803,2704923827,",1
-1,"2704924063,2704924083,2704924101,",1
-1,"2704924195,",1
2704924703,"2704924346,",1
2704924708,"2704924418,2704924505,2704924541,",1
-1,"2704924795,",1
2704925485,"2704925076,",1
2704925630,"2704925191,",1
2704926595,"2704926080,",1
2704926862,"2704926611,",1
-1,"2704927028,",1
-1,"2704927069,",1
2704928518,"2704928064,2704928089,2704928126,2704928158,",1
-1,"2704928510,",1
-1,"2704928696,",1
-1,"2704929043,",1
2704929467,"2704929210,",1
2704929884,"2704929777,",1
-1,"2704929974,",1
2704876441,"2704876186,",1
2704877025,"2704876596,",1
2704878018,"2704877628,",1
2704877930,"2704877803,",1
-1,"2704878274,",1
-1,"2704880042,",1
2704880884,"2704880491,2704880568,2704880618,2704880647,",1
-1,"2704880904,2704880949,2704881012,",1
2704881256,"2704880920,2704881032,",1
2704881711,"2704881418,",1
-1,"2704881465,",1
2704881860,"2704881581,",1
2704882517,"2704882208,",1
2704882680,"2704882310,",1
-1,"2704882460,",1
-1,"2704882559,2704882567,2704882577,",1
2704883075,"2704882736,",1
2704883149,"2704883038,",1
-1,"2704883264,",1
-1,"2704883292,",1
2704884367,"2704884051,",1
2704884435,"2704884125,2704884165,",1
-1,"2704884619,",1
2704885092,"2704884839,",1
-1,"2704885324,",1
2704886602,"2704886223,2704886229,",1
2704886874,"2704886687,",1
2704887385,"2704886937,",1
-1,"2704887151,2704887203,",1
-1,"2704887535,",1
2704888115,"2704887815,",1
-1,"2704888605,",1
-1,"2704889220,2704889427,",1
-1,"2704889641,",1
-1,"2704889703,",1
2704890617,"2704890448,2704890475,",1
2704586388,"2704586233,",1
2704892118,"2704891928,",1
-1,"2704892558,",1
2704893347,"2704892855,",1
-1,"2704893112,",1
-1,"2704949830,",1
2704950227,"2704950030,2704950075,",1
2704950494,"2704950107,",1
2704950596,"2704950375,",1
-1,"2704950420,",1
2704951832,"2704950860,2704950882,",1
-1,"2704951338,2704951465,",1
2704952120,"2704951614,",1
-1,"2704953076,",1
2704954130,"2704954031,",1
2704955001,"2704954451,",1
2704955100,"2704954734,2704954783,2704954849,",1
2704955399,"2704955007,",1
-1,"2704955140,",1
-1,"2704955272,2704955343,",1
-1,"2704955322,2704955470,",1
-1,"2704955943,",1
2704957048,"2704956654,",1
-1,"2704957209,",1
-1,"2704957655,",1
-1,"2704959062,",1
2704960014,"2704959831,",1
2704960190,"2704959961,",1
2704960280,"2704960084,",1
-1,"2704960634,",1
2704961902,"2704961405,",1
-1,"2704962694,",1
2704964178,"2704963688,",1
-1,"2704964158,",1
2704964573,"2704964168,",1
-1,"2704965260,",1
-1,"2704965679,",1
2704967003,"2704966140,",1
-1,"2704586179,",1
-1,"2704966382,",1
2704966968,"2704966760,",1
2704968093,"2704967660,2704967786,",1
2704968372,"2704967983,",1
-1,"2704968430,",1
2704968944,"2704968583,",1
-1,"2704968613,",1
-1,"2704968958,",1
2704969519,"2704969008,",1
2704969871,"2704969009,",1
-1,"2704969178,",1
-1,"2704969409,",1
2704969824,"2704969607,",1
2704970339,"2704969879,",1
-1,"2704586123,",1
2704971294,"2704971033,",1
-1,"2704971070,",1
2704973338,"2704972961,",1
-1,"2704974189,",1
-1,"2704974362,2704974413,",1
-1,"2704974407,",1
2704974876,"2704974699,",1
-1,"2704975291,",1
-1,"2704975794,",1
-1,"2704976506,",1
2704976856,"2704976562,",1
-1,"2704978100,",1
-1,"2704978779,",1
-1,"2704978838,",1
2704979466,"2704979123,",1
2704979890,"2704979343,",1
-1,"2704980268,",1
-1,"2704980640,",1
2704981758,"2704981393,2704981461,2704981559,",1
-1,"2704981649,2704981671,",1
2704983048,"2704982822,",1
2704985266,"2704985119,",1
-1,"2704985635,",1
2704986609,"2704986403,",1
2704986769,"2704986504,",1
2704987276,"2704986989,",1
-1,"2704987130,",1
2704987669,"2704987517,2704987549,",1
-1,"2704988306,2704988327,2704988346,",1
-1,"2704989364,",1
-1,"2704989778,",1
2704990236,"2704989850,",1
-1,"2704989890,",1
2704991653,"2704991430,",1
-1,"2704991573,",1
-1,"2704991826,",1
-1,"2704992059,",1
2704994253,"2704993881,2704993953,",1
-1,"2704994331,",1
-1,"2704994562,2704994615,",1
-1,"2704994600,",1
-1,"2704994844,2704994860,2704994902,",1
2704995209,"2704994848,",1
-1,"2704995294,",1
-1,"2704995510,",1
-1,"2704995631,",1
-1,"2704995934,",1
-1,"2704996048,",1
2704996373,"2704996063,",1
2704996377,"2704996144,",1
-1,"2704996474,",1
-1,"2704996503,",1
-1,"2704996592,",1
-1,"2704996635,2704996662,",1
2704997330,"2704997004,",1
2704998823,"2704998618,2704998638,2704998673,",1
2704999026,"2704998626,",1
-1,"2704998959,",1
-1,"2704999801,",1
-1,"2705001296,2705001407,",1
2705002209,"2705001601,",1
2704949812,"2704949341,",1
2704950642,"2704950463,",1
2704951198,"2704951007,",1
-1,"2704951180,",1
-1,"2704951932,",1
2704952448,"2704952256,",1
-1,"2704952391,",1
-1,"2704952439,",1
2704953017,"2704952581,",1
2704954524,"2704954127,",1
2704954689,"2704954444,",1
2704955022,"2704954506,2704954539,2704954554,2704954592,",1
-1,"2704954788,2704954815,",1
2704954976,"2704954847,",1
-1,"2704955157,",1
2704956157,"2704955314,",1
-1,"2704956026,",1
2704957722,"2704957393,2704957409,",1
-1,"2704958226,",1
-1,"2704958562,",1
2704959164,"2704958635,",1
-1,"2704958753,",1
-1,"2704958805,",1
2704959589,"2704959198,",1
2704959712,"2704959210,2704959214,2704959232,2704959250,2704959267,2704959282,",1
-1,"2704959406,",1
-1,"2704959756,",1
-1,"2704959962,",1
-1,"2704959974,",1
2704962048,"2704961781,2704961835,",1
2704962392,"2704961924,",1
-1,"2704964459,",1
-1,"2704964553,",1
2704964836,"2704964580,",1
2704965088,"2704964787,",1
-1,"2704964978,",1
-1,"2704966301,",1
-1,"2704966528,",1
-1,"2704966757,",1
-1,"2704967091,",1
2704968064,"2704967551,2704967658,",1
-1,"2704967728,",1
-1,"2704967742,",1
2704985383,"2704985029,",1
-1,"2704985111,",1
-1,"2704985572,",1
2704986144,"2704985857,",1
-1,"2704985863,",1
2704986713,"2704986520,",1
2704987037,"2704986620,2704986706,",1
2704987215,"2704986775,",1
2704987313,"2704986816,",1
2704987000,"2704986861,",1
-1,"2704987071,",1
-1,"2704987748,",1
-1,"2704987879,",1
-1,"2704988607,",1
2704989095,"2704988900,",1
-1,"2704989512,",1
2704990389,"2704989886,2704989888,2704989908,2704989926,2704989937,2704990030,2704990037,2704990075,",1
-1,"2704990185,",1
-1,"2704990771,",1
2704991110,"2704990978,2704990995,",1
2704991937,"2704991081,",1
-1,"2704991646,",1
-1,"2704991895,",1
2704992509,"2704992129,",1
2704992759,"2704992458,",1
2704993015,"2704992795,",1
-1,"2704994238,",1
-1,"2704994299,",1
-1,"2704994699,2704994762,",1
-1,"2704996040,",1
2704997331,"2704996726,",1
-1,"2704603074,",1
-1,"2704997149,",1
2704997803,"2704997341,",1
2704999334,"2704999017,",1
2705000212,"2704999579,",1
2704999994,"2704999739,2704999779,",1
-1,"2705000523,",1
2705000851,"2705000546,2705000550,",1
2705002282,"2705001740,2705001753,2705001755,2705001757,2705001770,2705001781,2705001867,",1
2705003135,"2705002886,",1
2705003927,"2705003615,",1
-1,"2705004452,",1
-1,"2705004864,",1
-1,"2705005207,",1
2704602666,"2704602555,",1
-1,"2705005888,",1
-1,"2705006440,",1
2705006765,"2705006521,",1
-1,"2705006542,",1
-1,"2705006756,",1
-1,"2705007432,",1
-1,"2705007966,",1
2705009256,"2705008802,",1
-1,"2705010073,2705010177,",1
2705010696,"2705010482,",1
2705012016,"2705011568,",1
2705012775,"2705012300,2705012345,",1
2705013236,"2705012374,",1
-1,"2705012705,",1
2705013480,"2705013058,",1
-1,"2705013307,",1
2705014150,"2705013792,",1
-1,"2705015866,",1
2705016253,"2705015926,",1
-1,"2705016389,",1
-1,"2705016489,",1
2705016954,"2705016668,",1
-1,"2705017203,2705017250,",1
-1,"2705017279,",1
-1,"2705018526,",1
2705019038,"2705018680,",1
-1,"2705053940,2705053957,",1
2705054567,"2705054283,",1
2705055132,"2705054828,2705054842,2705054859,2705054882,2705054893,2705054905,",1
-1,"2705055698,",1
-1,"2705055712,",1
-1,"2705055840,",1
2705056216,"2705055929,",1
-1,"2705056042,",1
-1,"2705056066,",1
-1,"2705056513,2705056612,",1
-1,"2705056553,",1
-1,"2705057316,",1
2705057548,"2705057430,",1
-1,"2705057897,",1
-1,"2705057973,",1
2705059256,"2705058165,",1
-1,"2705058963,2705059030,",1
-1,"2705059449,",1
-1,"2705060005,",1
2705060477,"2705060204,2705060242,",1
2705060720,"2705060454,2705060482,2705060489,",1
-1,"2705061004,",1
2705061333,"2705061044,2705061070,2705061158,",1
-1,"2705061180,",1
2705061961,"2705061652,",1
2705062860,"2705062309,",1
-1,"2705062617,",1
2705063254,"2705063036,",1
2705063663,"2705063485,",1
2705064557,"2705064173,",1
2705065862,"2705065293,",1
2705066031,"2705065650,",1
2705066151,"2705065743,",1
-1,"2705065829,",1
2705066754,"2705066507,",1
-1,"2705066919,2705067066,",1
2705067151,"2705066989,",1
-1,"2705067119,",1
2705068422,"2705068007,",1
-1,"2705068680,",1
2705069265,"2705069043,",1
-1,"2705069869,",1
2705070303,"2705070155,",1
-1,"2705070163,",1
-1,"2705070668,",1
-1,"2705071058,",1
2705020989,"2705020413,",1
-1,"2705021525,",1
2705022722,"2705022057,2705022108,2705022119,",1
-1,"2705022389,",1
-1,"2705022790,2705022867,",1
2705023292,"2705023019,",1
